Transaction_ID,Date,Client_ID,Account_Number,Transaction_Type,Amount,Currency,Exchange_Rate,Amount_in_USD,Client_Sector,Client_Industry,Region,Country,City,Branch_Code,Transaction_Status,Employee_ID,Employee_Role,Risk_Score,Fraud_Flag,Approval_Status,Settlement_Date,Maturity_Date,Interest_Rate,Collateral_Type,Loan_Type,Purpose
115,2023-04-25,2275,8996198,Withdrawal,568406.32,JPY,1.102,626383.76,Corporate,Finance,North America,USA,Sao Paulo,255,Pending,925,Director,0.045,1,Approved,2023-04-26,2024-04-24,0.045,None,Installment,Working Capital
116,2023-04-26,2016,1910775,Transfer,297061.26,USD,1.1974,355701.15,Corporate,Finance,South America,Japan,Sao Paulo,987,Failed,352,Analyst,0.081,1,Approved,2023-04-27,2024-04-25,0.051,Property,Installment,Debt Refinancing
117,2023-04-27,4773,6954878,Transfer,938377.41,JPY,0.5905,554111.86,Corporate,Technology,South America,USA,Berlin,813,Completed,771,Analyst,0.657,1,Approved,2023-04-28,2024-04-26,0.024,None,Long-term,Debt Refinancing
118,2023-04-28,3343,6927997,Transfer,818921.49,EUR,0.9975,816874.19,Retail,Manufacturing,Europe,Germany,New York,567,Completed,960,Director,0.136,1,Approved,2023-04-29,2024-04-27,0.038,Property,Short-term,Debt Refinancing
119,2023-04-29,4796,1558924,Withdrawal,983583.64,JPY,0.7631,750572.68,SME,Finance,Asia,Japan,Sao Paulo,952,Pending,660,Director,0.494,0,Pending,2023-04-30,2024-04-28,0.087,Bonds,Installment,Business Expansion
120,2023-04-30,3767,4881185,Withdrawal,260411.17,JPY,1.2244,318847.44,SME,Technology,Asia,USA,Tokyo,561,Failed,275,Manager,0.153,1,Pending,2023-05-01,2024-04-29,0.091,Bonds,Installment,Equipment Purchase
121,2023-05-01,4820,6004998,Withdrawal,969753.91,EUR,0.6896,668742.3,Corporate,Finance,Asia,USA,New York,953,Failed,565,Director,0.17,0,Pending,2023-05-02,2024-04-30,0.065,Stocks,Installment,Debt Refinancing
122,2023-05-02,1337,6166650,Withdrawal,431802.64,GBP,1.3922,601155.64,Retail,Healthcare,North America,Japan,New York,216,Failed,938,Director,0.004,0,Rejected,2023-05-03,2024-05-01,0.055,None,Revolving,Debt Refinancing
123,2023-05-03,1878,6693075,Withdrawal,348171.28,EUR,0.9309,324112.64,Retail,Finance,Europe,Brazil,New York,765,Pending,676,Manager,0.321,1,Pending,2023-05-04,2024-05-02,0.074,None,Long-term,Equipment Purchase
124,2023-05-04,2076,9109916,Payment,51299.18,USD,0.698,35806.83,Retail,Finance,Europe,Brazil,Sao Paulo,463,Completed,388,Associate,0.09,1,Rejected,2023-05-05,2024-05-03,0.065,Property,Short-term,Debt Refinancing
125,2023-05-05,1791,6193278,Payment,53712.49,USD,0.938,50382.32,Corporate,Manufacturing,Europe,Japan,Berlin,942,Completed,149,Manager,0.394,0,Pending,2023-05-06,2024-05-04,0.099,Bonds,Installment,Working Capital
126,2023-05-06,4993,1431413,Transfer,692319.24,USD,0.9087,629110.49,Retail,Finance,North America,USA,Berlin,730,Failed,103,Associate,0.598,0,Approved,2023-05-07,2024-05-05,0.027,Stocks,Installment,Debt Refinancing
127,2023-05-07,3264,5165100,Deposit,458471.07,USD,0.9289,425873.78,Retail,Manufacturing,Europe,Brazil,Sao Paulo,810,Completed,730,Associate,0.368,0,Pending,2023-05-08,2024-05-06,0.05,Bonds,Installment,Equipment Purchase
128,2023-05-08,1763,1863561,Transfer,227295.1,USD,1.0856,246751.56,Retail,Healthcare,South America,Japan,Tokyo,565,Failed,951,Associate,0.705,1,Approved,2023-05-09,2024-05-07,0.093,None,Revolving,Business Expansion
129,2023-05-09,3235,1302186,Deposit,614356.34,GBP,1.0212,627380.69,SME,Technology,Europe,Germany,Tokyo,874,Pending,984,Manager,0.741,1,Approved,2023-05-10,2024-05-08,0.092,Stocks,Short-term,Business Expansion
130,2023-05-10,1379,4207393,Withdrawal,253605.26,GBP,0.6498,164792.7,Corporate,Manufacturing,Europe,USA,Tokyo,283,Pending,599,Manager,0.697,1,Pending,2023-05-11,2024-05-09,0.055,Bonds,Installment,Working Capital
131,2023-05-11,1492,6489464,Deposit,578054.12,JPY,0.5656,326947.41,SME,Finance,Europe,Germany,Sao Paulo,759,Pending,775,Analyst,0.937,1,Pending,2023-05-12,2024-05-10,0.022,Bonds,Installment,Debt Refinancing
132,2023-05-12,4112,8456985,Transfer,359849.54,USD,1.2294,442399.02,SME,Finance,North America,USA,Berlin,265,Failed,322,Associate,0.237,0,Approved,2023-05-13,2024-05-11,0.083,Property,Revolving,Debt Refinancing
133,2023-05-13,2180,7767528,Transfer,823728.67,EUR,1.0597,872905.27,Corporate,Manufacturing,South America,Brazil,Sao Paulo,174,Completed,969,Manager,0.189,1,Rejected,2023-05-14,2024-05-12,0.063,Property,Revolving,Equipment Purchase
134,2023-05-14,3062,2026553,Deposit,820875.46,USD,0.859,705132.02,SME,Healthcare,South America,Germany,Berlin,847,Pending,767,Analyst,0.61,0,Rejected,2023-05-15,2024-05-13,0.08,None,Long-term,Equipment Purchase
135,2023-05-15,4884,9533879,Payment,477873.05,GBP,1.3084,625249.1,Retail,Technology,Asia,Germany,New York,925,Failed,998,Associate,0.595,1,Pending,2023-05-16,2024-05-14,0.052,Bonds,Long-term,Working Capital
136,2023-05-16,1064,4743797,Withdrawal,351468.29,USD,0.8881,312138.99,Retail,Finance,Asia,Japan,Sao Paulo,371,Failed,361,Manager,0.51,1,Approved,2023-05-17,2024-05-15,0.028,Property,Short-term,Working Capital
137,2023-05-17,4928,2514542,Withdrawal,363197.24,GBP,1.296,470703.62,Retail,Healthcare,South America,Brazil,Berlin,790,Pending,784,Manager,0.004,1,Rejected,2023-05-18,2024-05-16,0.012,Bonds,Long-term,Debt Refinancing
138,2023-05-18,4910,7357718,Transfer,805908.81,JPY,0.8058,649401.32,Retail,Technology,Europe,Brazil,New York,602,Pending,634,Manager,0.555,0,Pending,2023-05-19,2024-05-17,0.06,Stocks,Short-term,Debt Refinancing
139,2023-05-19,3568,5180656,Payment,328851.3,JPY,0.5728,188366.02,Corporate,Technology,Europe,USA,New York,894,Pending,475,Director,0.933,0,Pending,2023-05-20,2024-05-18,0.024,Bonds,Long-term,Working Capital
140,2023-05-20,2367,9465506,Deposit,209850.31,JPY,1.4326,300631.55,SME,Finance,Europe,Japan,Sao Paulo,662,Completed,160,Analyst,0.335,1,Approved,2023-05-21,2024-05-19,0.027,Bonds,Installment,Business Expansion
141,2023-05-21,2152,7846192,Withdrawal,85603.65,GBP,0.8946,76581.03,SME,Manufacturing,North America,Japan,Berlin,686,Completed,455,Manager,0.968,0,Rejected,2023-05-22,2024-05-20,0.049,None,Long-term,Business Expansion
142,2023-05-22,3027,9676924,Payment,467226.43,USD,1.2927,603983.61,Retail,Finance,Europe,USA,New York,755,Failed,932,Director,0.357,0,Pending,2023-05-23,2024-05-21,0.05,Stocks,Installment,Business Expansion
143,2023-05-23,3695,8347689,Withdrawal,482649.97,USD,0.7791,376032.59,Retail,Finance,North America,Germany,Sao Paulo,442,Pending,745,Analyst,0.14,1,Rejected,2023-05-24,2024-05-22,0.035,Stocks,Short-term,Business Expansion
144,2023-05-24,2495,2829553,Payment,841067.8,EUR,1.1464,964200.13,SME,Finance,South America,USA,New York,799,Pending,123,Analyst,0.398,1,Pending,2023-05-25,2024-05-23,0.022,Property,Long-term,Working Capital
145,2023-05-25,4134,4041341,Payment,222017.46,GBP,1.3733,304896.58,Corporate,Healthcare,Europe,USA,Tokyo,734,Completed,392,Director,0.495,0,Pending,2023-05-26,2024-05-24,0.095,Stocks,Long-term,Equipment Purchase
146,2023-05-26,2162,2039504,Transfer,381610.28,EUR,0.5416,206680.13,SME,Manufacturing,Europe,USA,Sao Paulo,943,Pending,656,Analyst,0.629,1,Rejected,2023-05-27,2024-05-25,0.022,None,Long-term,Business Expansion
147,2023-05-27,2522,7666455,Withdrawal,808597.33,JPY,1.3306,1075919.61,Retail,Healthcare,Asia,Japan,New York,350,Failed,790,Director,0.505,0,Rejected,2023-05-28,2024-05-26,0.042,Property,Installment,Working Capital
148,2023-05-28,3640,8663589,Deposit,823799.99,USD,1.0713,882536.93,Retail,Finance,South America,USA,Sao Paulo,907,Pending,455,Associate,0.537,0,Approved,2023-05-29,2024-05-27,0.037,Bonds,Installment,Business Expansion
149,2023-05-29,1391,8918348,Transfer,385226.46,GBP,1.1075,426638.3,Corporate,Manufacturing,Europe,USA,Sao Paulo,934,Completed,969,Manager,0.024,1,Approved,2023-05-30,2024-05-28,0.088,Stocks,Long-term,Debt Refinancing
150,2023-05-30,2698,5988023,Transfer,459664.9,EUR,1.0232,470329.13,SME,Technology,North America,USA,Berlin,229,Failed,674,Director,0.254,0,Approved,2023-05-31,2024-05-29,0.047,Bonds,Short-term,Business Expansion
151,2023-05-31,1418,8635836,Deposit,303982.6,EUR,1.3745,417824.08,Corporate,Manufacturing,South America,Brazil,Berlin,863,Failed,128,Analyst,0.311,1,Approved,2023-06-01,2024-05-30,0.021,Property,Installment,Working Capital
152,2023-06-01,3336,8809006,Transfer,932622.32,EUR,0.5434,506786.97,Corporate,Finance,Asia,Germany,New York,457,Pending,456,Analyst,0.987,0,Rejected,2023-06-02,2024-05-31,0.011,Stocks,Revolving,Debt Refinancing
153,2023-06-02,1378,2675843,Payment,119525.12,USD,0.761,90958.62,Retail,Manufacturing,South America,Germany,Sao Paulo,791,Failed,464,Associate,0.296,0,Approved,2023-06-03,2024-06-01,0.075,Property,Short-term,Debt Refinancing
154,2023-06-03,2796,9423309,Payment,933815.67,USD,1.3758,1284743.6,SME,Technology,North America,Germany,Sao Paulo,507,Pending,707,Associate,0.897,0,Rejected,2023-06-04,2024-06-02,0.074,Property,Short-term,Business Expansion
155,2023-06-04,4561,4229028,Withdrawal,684182.59,USD,1.2523,856801.86,Retail,Technology,Asia,Germany,Tokyo,960,Pending,508,Associate,0.305,0,Pending,2023-06-05,2024-06-03,0.048,Stocks,Short-term,Business Expansion
156,2023-06-05,3278,8056993,Withdrawal,532040.58,GBP,0.5176,275384.2,SME,Manufacturing,North America,Japan,Sao Paulo,594,Completed,365,Associate,0.096,0,Rejected,2023-06-06,2024-06-04,0.021,Stocks,Installment,Debt Refinancing
157,2023-06-06,4065,2721610,Deposit,33626.4,USD,1.017,34198.05,Retail,Technology,South America,Japan,Berlin,721,Failed,390,Associate,0.248,0,Approved,2023-06-07,2024-06-05,0.043,Property,Long-term,Equipment Purchase
158,2023-06-07,3088,3339767,Withdrawal,476120.6,GBP,1.0296,490213.77,Retail,Healthcare,Asia,USA,Sao Paulo,581,Pending,666,Manager,0.273,1,Rejected,2023-06-08,2024-06-06,0.063,None,Long-term,Working Capital
159,2023-06-08,4099,3614235,Payment,408340.36,EUR,0.9009,367873.83,SME,Manufacturing,North America,Japan,Berlin,949,Pending,252,Director,0.978,0,Rejected,2023-06-09,2024-06-07,0.073,Stocks,Revolving,Working Capital
160,2023-06-09,3182,1491036,Deposit,162057.59,EUR,0.7974,129224.72,SME,Technology,South America,Germany,Tokyo,177,Pending,318,Associate,0.674,0,Rejected,2023-06-10,2024-06-08,0.017,Property,Long-term,Working Capital
161,2023-06-10,1200,9715912,Deposit,656753.19,JPY,1.1817,776085.24,Retail,Technology,North America,Brazil,New York,613,Failed,272,Associate,0.932,0,Rejected,2023-06-11,2024-06-09,0.06,Bonds,Revolving,Working Capital
162,2023-06-11,2863,7046914,Withdrawal,971179.76,USD,0.7078,687401.03,SME,Manufacturing,Europe,USA,Berlin,420,Failed,707,Manager,0.835,1,Rejected,2023-06-12,2024-06-10,0.035,Bonds,Revolving,Working Capital
163,2023-06-12,1779,3710241,Payment,562626.62,EUR,1.2989,730795.72,Retail,Healthcare,South America,USA,New York,887,Failed,734,Director,0.579,0,Approved,2023-06-13,2024-06-11,0.066,Stocks,Long-term,Debt Refinancing
164,2023-06-13,3977,2142953,Deposit,715038.52,USD,1.303,931695.19,SME,Manufacturing,Asia,Germany,New York,389,Pending,111,Associate,0.675,0,Rejected,2023-06-14,2024-06-12,0.068,Stocks,Revolving,Working Capital
165,2023-06-14,4104,4961352,Payment,69382.0,GBP,0.9153,63505.34,Retail,Technology,Asia,Germany,New York,396,Failed,615,Director,0.625,0,Approved,2023-06-15,2024-06-13,0.092,Bonds,Short-term,Equipment Purchase
166,2023-06-15,4119,4978702,Payment,418249.33,EUR,0.7835,327698.35,Retail,Manufacturing,Europe,Germany,New York,780,Pending,461,Director,0.666,1,Pending,2023-06-16,2024-06-14,0.047,Property,Short-term,Equipment Purchase
167,2023-06-16,1502,9168984,Payment,117242.13,USD,0.7839,91906.11,Retail,Technology,North America,Japan,Berlin,851,Failed,957,Manager,0.265,1,Rejected,2023-06-17,2024-06-15,0.058,Property,Short-term,Business Expansion
168,2023-06-17,3454,1326916,Withdrawal,613183.04,EUR,0.9823,602329.7,Corporate,Finance,North America,USA,Tokyo,574,Failed,678,Manager,0.408,1,Pending,2023-06-18,2024-06-16,0.034,Property,Installment,Business Expansion
169,2023-06-18,4645,4597706,Transfer,938543.68,EUR,1.2196,1144647.87,SME,Manufacturing,Asia,Germany,Sao Paulo,122,Pending,756,Associate,0.593,0,Approved,2023-06-19,2024-06-17,0.036,None,Revolving,Business Expansion
170,2023-06-19,2751,5506554,Transfer,662115.95,USD,0.8589,568691.39,Retail,Manufacturing,North America,Brazil,Berlin,905,Failed,576,Analyst,0.036,0,Rejected,2023-06-20,2024-06-18,0.014,Stocks,Revolving,Business Expansion
171,2023-06-20,1804,1605409,Deposit,77726.25,EUR,1.11,86276.14,Corporate,Technology,South America,USA,Tokyo,271,Pending,676,Manager,0.483,0,Pending,2023-06-21,2024-06-19,0.036,None,Short-term,Debt Refinancing
172,2023-06-21,3146,7849486,Payment,355311.54,EUR,0.8825,313562.43,Retail,Technology,South America,USA,Sao Paulo,934,Failed,181,Director,0.86,1,Approved,2023-06-22,2024-06-20,0.016,None,Installment,Equipment Purchase
173,2023-06-22,3731,6050405,Withdrawal,551112.72,EUR,0.8045,443370.18,Corporate,Technology,Asia,Japan,New York,417,Failed,716,Director,0.492,0,Pending,2023-06-23,2024-06-21,0.097,None,Long-term,Debt Refinancing
174,2023-06-23,2895,9337735,Payment,403804.55,EUR,0.5249,211957.01,Retail,Technology,South America,USA,Sao Paulo,897,Failed,792,Associate,0.552,1,Rejected,2023-06-24,2024-06-22,0.066,None,Short-term,Equipment Purchase
175,2023-06-24,3773,2725690,Payment,833810.37,GBP,0.5039,420157.05,Retail,Manufacturing,Asia,Germany,Sao Paulo,954,Failed,439,Associate,0.202,1,Rejected,2023-06-25,2024-06-23,0.026,Property,Installment,Debt Refinancing
176,2023-06-25,2570,4280772,Withdrawal,814856.33,EUR,0.7272,592563.52,Corporate,Technology,North America,Germany,Tokyo,292,Completed,540,Associate,0.794,0,Rejected,2023-06-26,2024-06-24,0.021,Stocks,Long-term,Equipment Purchase
177,2023-06-26,1960,9197295,Transfer,612219.19,JPY,0.9064,554915.47,Corporate,Manufacturing,North America,Brazil,Sao Paulo,780,Pending,716,Director,0.359,0,Approved,2023-06-27,2024-06-25,0.043,Stocks,Installment,Business Expansion
178,2023-06-27,4810,6809041,Payment,374084.49,EUR,1.3513,505500.37,SME,Healthcare,North America,USA,New York,217,Completed,325,Manager,0.957,1,Pending,2023-06-28,2024-06-26,0.038,None,Long-term,Equipment Purchase
179,2023-06-28,3660,6087268,Payment,256081.04,USD,1.2985,332521.23,SME,Manufacturing,Europe,USA,Berlin,105,Failed,470,Analyst,0.994,0,Approved,2023-06-29,2024-06-27,0.035,Stocks,Revolving,Business Expansion
180,2023-06-29,2485,7155579,Transfer,106768.44,JPY,0.7672,81912.75,Corporate,Technology,Asia,Japan,Berlin,942,Failed,127,Manager,0.916,1,Pending,2023-06-30,2024-06-28,0.052,Bonds,Revolving,Equipment Purchase
181,2023-06-30,3690,1403119,Withdrawal,355542.79,GBP,0.7445,264701.61,SME,Technology,South America,Germany,Tokyo,582,Pending,115,Analyst,0.085,1,Approved,2023-07-01,2024-06-29,0.092,Property,Installment,Debt Refinancing
182,2023-07-01,4840,9212420,Deposit,413759.34,JPY,0.7273,300927.17,Corporate,Healthcare,North America,Brazil,New York,231,Pending,376,Manager,0.333,0,Rejected,2023-07-02,2024-06-30,0.061,Stocks,Installment,Working Capital
183,2023-07-02,2028,1402732,Transfer,676147.1,JPY,0.8392,567422.65,SME,Manufacturing,Europe,Germany,New York,192,Pending,432,Associate,0.945,0,Pending,2023-07-03,2024-07-01,0.057,Property,Long-term,Equipment Purchase
184,2023-07-03,4289,1506079,Deposit,658501.66,JPY,0.9982,657316.36,Retail,Healthcare,South America,USA,Sao Paulo,862,Pending,582,Director,0.805,0,Pending,2023-07-04,2024-07-02,0.083,Bonds,Installment,Debt Refinancing
185,2023-07-04,1502,2950013,Deposit,71038.03,USD,0.9387,66683.4,SME,Manufacturing,South America,USA,Tokyo,621,Failed,909,Analyst,0.911,0,Pending,2023-07-05,2024-07-03,0.01,Property,Installment,Working Capital
186,2023-07-05,3814,2132658,Transfer,395864.06,USD,0.7183,284349.15,Retail,Technology,South America,Brazil,New York,662,Pending,665,Manager,0.573,0,Approved,2023-07-06,2024-07-04,0.028,Bonds,Long-term,Debt Refinancing
187,2023-07-06,1397,2985209,Payment,182597.09,USD,0.6305,115127.47,Retail,Manufacturing,North America,USA,New York,960,Completed,387,Director,0.48,0,Rejected,2023-07-07,2024-07-05,0.055,None,Long-term,Working Capital
188,2023-07-07,1870,5322626,Deposit,157655.89,GBP,0.5126,80814.41,SME,Technology,South America,Brazil,New York,393,Pending,213,Analyst,0.106,0,Pending,2023-07-08,2024-07-06,0.073,Stocks,Revolving,Business Expansion
189,2023-07-08,3842,1656951,Deposit,827474.85,USD,0.654,541168.55,Corporate,Technology,Asia,Brazil,Berlin,740,Pending,137,Analyst,0.839,1,Approved,2023-07-09,2024-07-07,0.054,None,Short-term,Equipment Purchase
190,2023-07-09,1392,9399911,Withdrawal,42873.3,USD,1.2054,51679.48,Retail,Finance,Europe,Germany,Berlin,491,Completed,553,Director,0.745,0,Pending,2023-07-10,2024-07-08,0.025,Stocks,Installment,Debt Refinancing
191,2023-07-10,1206,4479591,Payment,419763.69,JPY,0.7436,312136.28,Retail,Finance,South America,Brazil,Berlin,348,Completed,981,Associate,0.059,0,Rejected,2023-07-11,2024-07-09,0.094,None,Long-term,Equipment Purchase
192,2023-07-11,2038,6203916,Deposit,169035.45,USD,0.9686,163727.74,SME,Manufacturing,South America,USA,Sao Paulo,713,Completed,841,Director,0.209,0,Pending,2023-07-12,2024-07-10,0.04,Bonds,Revolving,Business Expansion
193,2023-07-12,2881,7026988,Withdrawal,879450.89,EUR,1.0913,959744.76,Corporate,Technology,Asia,Japan,Sao Paulo,948,Completed,265,Associate,0.557,0,Rejected,2023-07-13,2024-07-11,0.081,Stocks,Short-term,Business Expansion
194,2023-07-13,4625,8426263,Payment,557483.47,USD,1.3868,773118.08,Corporate,Healthcare,South America,Japan,Sao Paulo,694,Pending,793,Manager,0.684,1,Approved,2023-07-14,2024-07-12,0.09,None,Installment,Equipment Purchase
195,2023-07-14,3939,3366610,Transfer,232149.26,GBP,1.3889,322432.11,SME,Technology,North America,USA,New York,802,Completed,304,Manager,0.138,0,Approved,2023-07-15,2024-07-13,0.041,Property,Revolving,Debt Refinancing
196,2023-07-15,2484,5180303,Transfer,502924.86,GBP,1.2457,626493.5,Corporate,Healthcare,North America,Japan,Berlin,516,Failed,977,Director,0.245,1,Rejected,2023-07-16,2024-07-14,0.086,Property,Short-term,Debt Refinancing
197,2023-07-16,4762,5684346,Withdrawal,731754.87,EUR,0.5352,391635.21,SME,Manufacturing,North America,Japan,New York,242,Pending,344,Associate,0.193,1,Rejected,2023-07-17,2024-07-15,0.074,None,Installment,Debt Refinancing
198,2023-07-17,4646,1458298,Transfer,958159.89,GBP,1.0751,1030117.7,SME,Manufacturing,South America,Brazil,New York,336,Failed,970,Manager,0.22,1,Approved,2023-07-18,2024-07-16,0.091,Bonds,Revolving,Equipment Purchase
199,2023-07-18,1863,2047343,Deposit,221225.56,GBP,1.2866,284628.81,SME,Healthcare,Europe,Japan,Tokyo,386,Pending,432,Associate,0.921,1,Rejected,2023-07-19,2024-07-17,0.033,None,Installment,Debt Refinancing
200,2023-07-19,3790,6719720,Payment,886295.59,JPY,0.5173,458480.71,Retail,Healthcare,Europe,Japan,New York,376,Pending,495,Associate,0.716,1,Rejected,2023-07-20,2024-07-18,0.094,Property,Short-term,Debt Refinancing
201,2023-07-20,4312,9493836,Deposit,934369.81,EUR,1.0497,980807.99,Retail,Technology,South America,Japan,Sao Paulo,486,Failed,920,Associate,0.737,0,Pending,2023-07-21,2024-07-19,0.016,Stocks,Long-term,Working Capital
202,2023-07-21,1563,5620650,Deposit,916504.12,JPY,1.3578,1244429.29,Retail,Manufacturing,Europe,Germany,Berlin,481,Completed,606,Director,0.794,1,Approved,2023-07-22,2024-07-20,0.081,Stocks,Revolving,Debt Refinancing
203,2023-07-22,2020,2755692,Transfer,635778.94,JPY,0.9741,619312.27,SME,Technology,Europe,USA,Berlin,549,Completed,220,Associate,0.357,1,Approved,2023-07-23,2024-07-21,0.049,None,Short-term,Business Expansion
204,2023-07-23,1095,2730228,Deposit,630190.83,USD,0.5041,317679.2,Retail,Healthcare,South America,Brazil,New York,390,Failed,358,Director,0.767,0,Rejected,2023-07-24,2024-07-22,0.026,Stocks,Installment,Debt Refinancing
205,2023-07-24,2923,2946793,Transfer,403807.42,EUR,0.511,206345.59,Retail,Finance,North America,Japan,Sao Paulo,268,Completed,821,Manager,0.978,1,Rejected,2023-07-25,2024-07-23,0.017,Property,Short-term,Equipment Purchase
206,2023-07-25,2757,2569123,Payment,752645.48,USD,0.9166,689874.85,Retail,Finance,South America,USA,Sao Paulo,542,Pending,509,Manager,0.698,0,Rejected,2023-07-26,2024-07-24,0.045,Stocks,Short-term,Equipment Purchase
207,2023-07-26,3532,7115518,Payment,531762.72,USD,0.655,348304.58,SME,Finance,North America,Japan,Sao Paulo,755,Pending,409,Analyst,0.417,0,Approved,2023-07-27,2024-07-25,0.045,None,Long-term,Debt Refinancing
208,2023-07-27,4478,8393979,Deposit,677760.63,JPY,1.1645,789252.25,SME,Healthcare,North America,Germany,Berlin,283,Pending,907,Analyst,0.716,0,Pending,2023-07-28,2024-07-26,0.031,None,Revolving,Equipment Purchase
209,2023-07-28,3278,9437482,Withdrawal,429029.45,GBP,1.2088,518610.8,SME,Technology,Europe,Germany,Sao Paulo,144,Completed,805,Manager,0.901,0,Approved,2023-07-29,2024-07-27,0.029,None,Short-term,Equipment Purchase
